,0,69,136,197,258,318,371,429,482,532,581
0,629375.0,5570.776255707762,976.3948497854077,768.421052631579,667.3618352450469,579.110651499483,535.5303810504635,470.8290685772774,449.438202247191,428.1345565749235,406.9175991861648
1,629375.0,5406.626506024097,941.1764705882352,791.1392405063291,689.6551724137931,601.0362694300518,524.6913580246913,492.3076923076923,449.438202247191,428.1345565749235,406.9175991861648
2,629375.0,3994.5280437756496,976.3948497854077,825.3968253968254,712.041884816754,623.0529595015577,513.874614594039,503.08008213552364,460.1226993865031,428.1345565749235,406.9175991861648
3,629375.0,4208.333333333333,1011.8406889128095,836.8644067796611,734.5225603357817,634.0956340956341,503.08008213552364,513.874614594039,470.8290685772774,428.1345565749235,406.9175991861648
4,591764.7058823529,4367.9775280898875,1047.5161987041038,859.8726114649681,678.4968684759916,612.0331950207469,503.08008213552364,492.3076923076923,470.8290685772774,428.1345565749235,406.9175991861648
5,629375.0,4531.25,1071.4285714285713,848.356309650053,645.1612903225806,590.0621118012423,513.874614594039,492.3076923076923,460.1226993865031,417.5152749490835,406.9175991861648
6,629375.0,4677.187948350072,1095.4446854663775,779.768177028451,612.0331950207469,568.1818181818181,546.3917525773196,481.55737704918033,449.438202247191,428.1345565749235,406.9175991861648
7,629375.0,4804.630969609262,1119.5652173913043,734.5225603357817,623.0529595015577,546.3917525773196,557.2755417956656,470.8290685772774,449.438202247191,438.7755102040816,406.9175991861648
8,591764.7058823529,4912.536443148688,1107.4918566775245,734.5225603357817,645.1612903225806,546.3917525773196,568.1818181818181,470.8290685772774,449.438202247191,438.7755102040816,406.9175991861648
9,629375.0,5044.117647058823,976.3948497854077,757.0977917981072,667.3618352450469,568.1818181818181,546.3917525773196,470.8290685772774,438.7755102040816,428.1345565749235,406.9175991861648
